"year","Label (Grouping)","state","series","measure","value"
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.York","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.York","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","New.York","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","North.Carolina","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","North.Carolina","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","North.Carolina","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Ohio","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Ohio","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Ohio","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oklahoma","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oklahoma","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oklahoma","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oregon","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oregon","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Oregon","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Pennsylvania","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Pennsylvania","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Pennsylvania","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Carolina","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Carolina","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Carolina","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Dakota","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Dakota","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","South.Dakota","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Tennessee","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Tennessee","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Tennessee","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Texas","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Texas","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Texas","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Utah","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Utah","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Utah","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Virginia","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Virginia","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Virginia","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Washington","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Washington","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Washington","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","West.Virginia","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","West.Virginia","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","West.Virginia","Uninsured.Share",NA,NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Wisconsin","Total","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Wisconsin","Total.Uninsured","Estimate",NA
"df_pop_2019","HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Wisconsin","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Alabama","Total","Estimate",4772154
"df_pop_2019","    Total household population","Alabama","Total.Uninsured","Estimate",462479
"df_pop_2019","    Total household population","Alabama","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Alaska","Total","Estimate",691414
"df_pop_2019","    Total household population","Alaska","Total.Uninsured","Estimate",84479
"df_pop_2019","    Total household population","Alaska","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Arizona","Total","Estimate",7097540
"df_pop_2019","    Total household population","Arizona","Total.Uninsured","Estimate",798723
"df_pop_2019","    Total household population","Arizona","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Arkansas","Total","Estimate",2928514
"df_pop_2019","    Total household population","Arkansas","Total.Uninsured","Estimate",268862
"df_pop_2019","    Total household population","Arkansas","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","California","Total","Estimate",38587033
"df_pop_2019","    Total household population","California","Total.Uninsured","Estimate",2975606
"df_pop_2019","    Total household population","California","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Colorado","Total","Estimate",5615154
"df_pop_2019","    Total household population","Colorado","Total.Uninsured","Estimate",450806
"df_pop_2019","    Total household population","Colorado","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Connecticut","Total","Estimate",3447176
"df_pop_2019","    Total household population","Connecticut","Total.Uninsured","Estimate",206119
"df_pop_2019","    Total household population","Connecticut","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Florida","Total","Estimate",20991110
"df_pop_2019","    Total household population","Florida","Total.Uninsured","Estimate",2755781
"df_pop_2019","    Total household population","Florida","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Georgia","Total","Estimate",10310627
"df_pop_2019","    Total household population","Georgia","Total.Uninsured","Estimate",1377600
"df_pop_2019","    Total household population","Georgia","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Idaho","Total","Estimate",1752743
"df_pop_2019","    Total household population","Idaho","Total.Uninsured","Estimate",188583
"df_pop_2019","    Total household population","Idaho","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Illinois","Total","Estimate",12360902
"df_pop_2019","    Total household population","Illinois","Total.Uninsured","Estimate",915953
"df_pop_2019","    Total household population","Illinois","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Indiana","Total","Estimate",6537770
"df_pop_2019","    Total household population","Indiana","Total.Uninsured","Estimate",571375
"df_pop_2019","    Total household population","Indiana","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Iowa","Total","Estimate",3056736
"df_pop_2019","    Total household population","Iowa","Total.Uninsured","Estimate",154051
"df_pop_2019","    Total household population","Iowa","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Kansas","Total","Estimate",2818012
"df_pop_2019","    Total household population","Kansas","Total.Uninsured","Estimate",260061
"df_pop_2019","    Total household population","Kansas","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Kentucky","Total","Estimate",4326531
"df_pop_2019","    Total household population","Kentucky","Total.Uninsured","Estimate",278226
"df_pop_2019","    Total household population","Kentucky","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Louisiana","Total","Estimate",4503137
"df_pop_2019","    Total household population","Louisiana","Total.Uninsured","Estimate",401245
"df_pop_2019","    Total household population","Louisiana","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Maine","Total","Estimate",1304780
"df_pop_2019","    Total household population","Maine","Total.Uninsured","Estimate",105810
"df_pop_2019","    Total household population","Maine","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Maryland","Total","Estimate",5879278
"df_pop_2019","    Total household population","Maryland","Total.Uninsured","Estimate",354096
"df_pop_2019","    Total household population","Maryland","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Massachusetts","Total","Estimate",6641382
"df_pop_2019","    Total household population","Massachusetts","Total.Uninsured","Estimate",198298
"df_pop_2019","    Total household population","Massachusetts","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Michigan","Total","Estimate",9758558
"df_pop_2019","    Total household population","Michigan","Total.Uninsured","Estimate",562278
"df_pop_2019","    Total household population","Michigan","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Minnesota","Total","Estimate",5505345
"df_pop_2019","    Total household population","Minnesota","Total.Uninsured","Estimate",271326
"df_pop_2019","    Total household population","Minnesota","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Mississippi","Total","Estimate",2872320
"df_pop_2019","    Total household population","Mississippi","Total.Uninsured","Estimate",371866
"df_pop_2019","    Total household population","Mississippi","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Missouri","Total","Estimate",5949756
"df_pop_2019","    Total household population","Missouri","Total.Uninsured","Estimate",593318
"df_pop_2019","    Total household population","Missouri","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Montana","Total","Estimate",1037359
"df_pop_2019","    Total household population","Montana","Total.Uninsured","Estimate",85947
"df_pop_2019","    Total household population","Montana","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Nebraska","Total","Estimate",1877067
"df_pop_2019","    Total household population","Nebraska","Total.Uninsured","Estimate",153996
"df_pop_2019","    Total household population","Nebraska","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Nevada","Total","Estimate",3034104
"df_pop_2019","    Total household population","Nevada","Total.Uninsured","Estimate",346777
"df_pop_2019","    Total household population","Nevada","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","New.Hampshire","Total","Estimate",1317140
"df_pop_2019","    Total household population","New.Hampshire","Total.Uninsured","Estimate",83088
"df_pop_2019","    Total household population","New.Hampshire","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","New.Jersey","Total","Estimate",8689384
"df_pop_2019","    Total household population","New.Jersey","Total.Uninsured","Estimate",687662
"df_pop_2019","    Total household population","New.Jersey","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","New.Mexico","Total","Estimate",2043428
"df_pop_2019","    Total household population","New.Mexico","Total.Uninsured","Estimate",203343
"df_pop_2019","    Total household population","New.Mexico","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","New.York","Total","Estimate",18862281
"df_pop_2019","    Total household population","New.York","Total.Uninsured","Estimate",990189
"df_pop_2019","    Total household population","New.York","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","North.Carolina","Total","Estimate",10145612
"df_pop_2019","    Total household population","North.Carolina","Total.Uninsured","Estimate",1147290
"df_pop_2019","    Total household population","North.Carolina","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Ohio","Total","Estimate",11361631
"df_pop_2019","    Total household population","Ohio","Total.Uninsured","Estimate",753086
"df_pop_2019","    Total household population","Ohio","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Oklahoma","Total","Estimate",3831284
"df_pop_2019","    Total household population","Oklahoma","Total.Uninsured","Estimate",548129
"df_pop_2019","    Total household population","Oklahoma","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Oregon","Total","Estimate",4123480
"df_pop_2019","    Total household population","Oregon","Total.Uninsured","Estimate",297996
"df_pop_2019","    Total household population","Oregon","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Pennsylvania","Total","Estimate",12368917
"df_pop_2019","    Total household population","Pennsylvania","Total.Uninsured","Estimate",716387
"df_pop_2019","    Total household population","Pennsylvania","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","South.Carolina","Total","Estimate",4992548
"df_pop_2019","    Total household population","South.Carolina","Total.Uninsured","Estimate",541084
"df_pop_2019","    Total household population","South.Carolina","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","South.Dakota","Total","Estimate",848582
"df_pop_2019","    Total household population","South.Dakota","Total.Uninsured","Estimate",83402
"df_pop_2019","    Total household population","South.Dakota","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Tennessee","Total","Estimate",6652951
"df_pop_2019","    Total household population","Tennessee","Total.Uninsured","Estimate",675124
"df_pop_2019","    Total household population","Tennessee","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Texas","Total","Estimate",28320642
"df_pop_2019","    Total household population","Texas","Total.Uninsured","Estimate",5200652
"df_pop_2019","    Total household population","Texas","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Utah","Total","Estimate",3152393
"df_pop_2019","    Total household population","Utah","Total.Uninsured","Estimate",305290
"df_pop_2019","    Total household population","Utah","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Virginia","Total","Estimate",8196822
"df_pop_2019","    Total household population","Virginia","Total.Uninsured","Estimate",647657
"df_pop_2019","    Total household population","Virginia","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Washington","Total","Estimate",7424652
"df_pop_2019","    Total household population","Washington","Total.Uninsured","Estimate",493187
"df_pop_2019","    Total household population","Washington","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","West.Virginia","Total","Estimate",1742538
"df_pop_2019","    Total household population","West.Virginia","Total.Uninsured","Estimate",115941
"df_pop_2019","    Total household population","West.Virginia","Uninsured.Share",NA,NA
"df_pop_2019","    Total household population","Wisconsin","Total","Estimate",5675504
"df_pop_2019","    Total household population","Wisconsin","Total.Uninsured","Estimate",323587
"df_pop_2019","    Total household population","Wisconsin","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Alabama","Total","Estimate",17.8
"df_pop_2019","        Under $25,000","Alabama","Total.Uninsured","Estimate",30
"df_pop_2019","        Under $25,000","Alabama","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Alaska","Total","Estimate",8.9
"df_pop_2019","        Under $25,000","Alaska","Total.Uninsured","Estimate",10.3
"df_pop_2019","        Under $25,000","Alaska","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Arizona","Total","Estimate",12.6
"df_pop_2019","        Under $25,000","Arizona","Total.Uninsured","Estimate",16.4
"df_pop_2019","        Under $25,000","Arizona","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Arkansas","Total","Estimate",17.9
"df_pop_2019","        Under $25,000","Arkansas","Total.Uninsured","Estimate",21.5
"df_pop_2019","        Under $25,000","Arkansas","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","California","Total","Estimate",10.1
"df_pop_2019","        Under $25,000","California","Total.Uninsured","Estimate",12.6
"df_pop_2019","        Under $25,000","California","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Colorado","Total","Estimate",9.2
"df_pop_2019","        Under $25,000","Colorado","Total.Uninsured","Estimate",12
"df_pop_2019","        Under $25,000","Colorado","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Connecticut","Total","Estimate",11.1
"df_pop_2019","        Under $25,000","Connecticut","Total.Uninsured","Estimate",13.8
"df_pop_2019","        Under $25,000","Connecticut","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Florida","Total","Estimate",13.4
"df_pop_2019","        Under $25,000","Florida","Total.Uninsured","Estimate",18.5
"df_pop_2019","        Under $25,000","Florida","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Georgia","Total","Estimate",14.1
"df_pop_2019","        Under $25,000","Georgia","Total.Uninsured","Estimate",22.6
"df_pop_2019","        Under $25,000","Georgia","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Idaho","Total","Estimate",11.6
"df_pop_2019","        Under $25,000","Idaho","Total.Uninsured","Estimate",17.8
"df_pop_2019","        Under $25,000","Idaho","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Illinois","Total","Estimate",12.1
"df_pop_2019","        Under $25,000","Illinois","Total.Uninsured","Estimate",17.3
"df_pop_2019","        Under $25,000","Illinois","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Indiana","Total","Estimate",13.2
"df_pop_2019","        Under $25,000","Indiana","Total.Uninsured","Estimate",18.3
"df_pop_2019","        Under $25,000","Indiana","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Iowa","Total","Estimate",11.9
"df_pop_2019","        Under $25,000","Iowa","Total.Uninsured","Estimate",17.4
"df_pop_2019","        Under $25,000","Iowa","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Kansas","Total","Estimate",12
"df_pop_2019","        Under $25,000","Kansas","Total.Uninsured","Estimate",21.9
"df_pop_2019","        Under $25,000","Kansas","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Kentucky","Total","Estimate",17.8
"df_pop_2019","        Under $25,000","Kentucky","Total.Uninsured","Estimate",21
"df_pop_2019","        Under $25,000","Kentucky","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Louisiana","Total","Estimate",20.8
"df_pop_2019","        Under $25,000","Louisiana","Total.Uninsured","Estimate",24.5
"df_pop_2019","        Under $25,000","Louisiana","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Maine","Total","Estimate",12.8
"df_pop_2019","        Under $25,000","Maine","Total.Uninsured","Estimate",16.4
"df_pop_2019","        Under $25,000","Maine","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Maryland","Total","Estimate",8.6
"df_pop_2019","        Under $25,000","Maryland","Total.Uninsured","Estimate",13.1
"df_pop_2019","        Under $25,000","Maryland","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Massachusetts","Total","Estimate",10
"df_pop_2019","        Under $25,000","Massachusetts","Total.Uninsured","Estimate",13
"df_pop_2019","        Under $25,000","Massachusetts","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Michigan","Total","Estimate",13.6
"df_pop_2019","        Under $25,000","Michigan","Total.Uninsured","Estimate",20.1
"df_pop_2019","        Under $25,000","Michigan","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Minnesota","Total","Estimate",9
"df_pop_2019","        Under $25,000","Minnesota","Total.Uninsured","Estimate",13.7
"df_pop_2019","        Under $25,000","Minnesota","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Mississippi","Total","Estimate",21.6
"df_pop_2019","        Under $25,000","Mississippi","Total.Uninsured","Estimate",30.9
"df_pop_2019","        Under $25,000","Mississippi","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Missouri","Total","Estimate",14.4
"df_pop_2019","        Under $25,000","Missouri","Total.Uninsured","Estimate",27.3
"df_pop_2019","        Under $25,000","Missouri","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Montana","Total","Estimate",14.5
"df_pop_2019","        Under $25,000","Montana","Total.Uninsured","Estimate",17.7
"df_pop_2019","        Under $25,000","Montana","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Nebraska","Total","Estimate",10.9
"df_pop_2019","        Under $25,000","Nebraska","Total.Uninsured","Estimate",20.5
"df_pop_2019","        Under $25,000","Nebraska","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Nevada","Total","Estimate",12.2
"df_pop_2019","        Under $25,000","Nevada","Total.Uninsured","Estimate",16.5
"df_pop_2019","        Under $25,000","Nevada","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","New.Hampshire","Total","Estimate",8.1
"df_pop_2019","        Under $25,000","New.Hampshire","Total.Uninsured","Estimate",10.1
"df_pop_2019","        Under $25,000","New.Hampshire","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","New.Jersey","Total","Estimate",9.2
"df_pop_2019","        Under $25,000","New.Jersey","Total.Uninsured","Estimate",13
"df_pop_2019","        Under $25,000","New.Jersey","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","New.Mexico","Total","Estimate",19.1
"df_pop_2019","        Under $25,000","New.Mexico","Total.Uninsured","Estimate",23.9
"df_pop_2019","        Under $25,000","New.Mexico","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","New.York","Total","Estimate",13.1
"df_pop_2019","        Under $25,000","New.York","Total.Uninsured","Estimate",15.1
"df_pop_2019","        Under $25,000","New.York","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","North.Carolina","Total","Estimate",15
"df_pop_2019","        Under $25,000","North.Carolina","Total.Uninsured","Estimate",21.6
"df_pop_2019","        Under $25,000","North.Carolina","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Ohio","Total","Estimate",14.2
"df_pop_2019","        Under $25,000","Ohio","Total.Uninsured","Estimate",17.7
"df_pop_2019","        Under $25,000","Ohio","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Oklahoma","Total","Estimate",15.7
"df_pop_2019","        Under $25,000","Oklahoma","Total.Uninsured","Estimate",24.1
"df_pop_2019","        Under $25,000","Oklahoma","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Oregon","Total","Estimate",10.7
"df_pop_2019","        Under $25,000","Oregon","Total.Uninsured","Estimate",13.7
"df_pop_2019","        Under $25,000","Oregon","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Pennsylvania","Total","Estimate",12.9
"df_pop_2019","        Under $25,000","Pennsylvania","Total.Uninsured","Estimate",18
"df_pop_2019","        Under $25,000","Pennsylvania","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","South.Carolina","Total","Estimate",15.4
"df_pop_2019","        Under $25,000","South.Carolina","Total.Uninsured","Estimate",24
"df_pop_2019","        Under $25,000","South.Carolina","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","South.Dakota","Total","Estimate",12.7
"df_pop_2019","        Under $25,000","South.Dakota","Total.Uninsured","Estimate",24
"df_pop_2019","        Under $25,000","South.Dakota","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Tennessee","Total","Estimate",15
"df_pop_2019","        Under $25,000","Tennessee","Total.Uninsured","Estimate",25.3
"df_pop_2019","        Under $25,000","Tennessee","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Texas","Total","Estimate",13.4
"df_pop_2019","        Under $25,000","Texas","Total.Uninsured","Estimate",19.5
"df_pop_2019","        Under $25,000","Texas","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Utah","Total","Estimate",7.8
"df_pop_2019","        Under $25,000","Utah","Total.Uninsured","Estimate",15.9
"df_pop_2019","        Under $25,000","Utah","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Virginia","Total","Estimate",10.4
"df_pop_2019","        Under $25,000","Virginia","Total.Uninsured","Estimate",15.1
"df_pop_2019","        Under $25,000","Virginia","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Washington","Total","Estimate",9.2
"df_pop_2019","        Under $25,000","Washington","Total.Uninsured","Estimate",13.5
"df_pop_2019","        Under $25,000","Washington","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","West.Virginia","Total","Estimate",18.6
"df_pop_2019","        Under $25,000","West.Virginia","Total.Uninsured","Estimate",21
"df_pop_2019","        Under $25,000","West.Virginia","Uninsured.Share",NA,NA
"df_pop_2019","        Under $25,000","Wisconsin","Total","Estimate",11.5
"df_pop_2019","        Under $25,000","Wisconsin","Total.Uninsured","Estimate",16.1
"df_pop_2019","        Under $25,000","Wisconsin","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","Alabama","Total","Estimate",22.1
"df_pop_2019","        $25,000 to $49,999","Alabama","Total.Uninsured","Estimate",29.2
"df_pop_2019","        $25,000 to $49,999","Alabama","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","Alaska","Total","Estimate",14.7
"df_pop_2019","        $25,000 to $49,999","Alaska","Total.Uninsured","Estimate",18
"df_pop_2019","        $25,000 to $49,999","Alaska","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","Arizona","Total","Estimate",19.6
"df_pop_2019","        $25,000 to $49,999","Arizona","Total.Uninsured","Estimate",27.9
"df_pop_2019","        $25,000 to $49,999","Arizona","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","Arkansas","Total","Estimate",24.2
"df_pop_2019","        $25,000 to $49,999","Arkansas","Total.Uninsured","Estimate",35.6
"df_pop_2019","        $25,000 to $49,999","Arkansas","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","California","Total","Estimate",15.1
"df_pop_2019","        $25,000 to $49,999","California","Total.Uninsured","Estimate",22.5
"df_pop_2019","        $25,000 to $49,999","California","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","Colorado","Total","Estimate",14.5
"df_pop_2019","        $25,000 to $49,999","Colorado","Total.Uninsured","Estimate",24.2
"df_pop_2019","        $25,000 to $49,999","Colorado","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","Connecticut","Total","Estimate",13.6
"df_pop_2019","        $25,000 to $49,999","Connecticut","Total.Uninsured","Estimate",22.9
"df_pop_2019","        $25,000 to $49,999","Connecticut","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","Florida","Total","Estimate",20.7
"df_pop_2019","        $25,000 to $49,999","Florida","Total.Uninsured","Estimate",27.4
"df_pop_2019","        $25,000 to $49,999","Florida","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","Georgia","Total","Estimate",19.2
"df_pop_2019","        $25,000 to $49,999","Georgia","Total.Uninsured","Estimate",28.3
"df_pop_2019","        $25,000 to $49,999","Georgia","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","Idaho","Total","Estimate",19.4
"df_pop_2019","        $25,000 to $49,999","Idaho","Total.Uninsured","Estimate",26.9
"df_pop_2019","        $25,000 to $49,999","Idaho","Uninsured.Share",NA,NA
"df_pop_2019","        $25,000 to $49,999","Illinois","Total","Estimate",16.4
