"","year","Label (Grouping)","state","series","measure","value"
"2232",2018,"        $100,000 and over","Utah","Uninsured.Share",NA,NA
"2233",2018,"        $100,000 and over","Virginia","Total","Estimate",43.1
"2234",2018,"        $100,000 and over","Virginia","Total.Uninsured","Estimate",20.8
"2235",2018,"        $100,000 and over","Virginia","Uninsured.Share",NA,NA
"2236",2018,"        $100,000 and over","Washington","Total","Estimate",43.1
"2237",2018,"        $100,000 and over","Washington","Total.Uninsured","Estimate",24
"2238",2018,"        $100,000 and over","Washington","Uninsured.Share",NA,NA
"2239",2018,"        $100,000 and over","West.Virginia","Total","Estimate",22.6
"2240",2018,"        $100,000 and over","West.Virginia","Total.Uninsured","Estimate",10.2
"2241",2018,"        $100,000 and over","West.Virginia","Uninsured.Share",NA,NA
"2242",2018,"        $100,000 and over","Wisconsin","Total","Estimate",33.2
"2243",2018,"        $100,000 and over","Wisconsin","Total.Uninsured","Estimate",16.2
"2244",2018,"        $100,000 and over","Wisconsin","Uninsured.Share",NA,NA
"2245",2018,"        Median household income of householders","Alabama","Total","Estimate",49644
"2246",2018,"        Median household income of householders","Alabama","Total.Uninsured","Estimate",26370
"2247",2018,"        Median household income of householders","Alabama","Uninsured.Share",NA,NA
"2248",2018,"        Median household income of householders","Alaska","Total","Estimate",74000
"2249",2018,"        Median household income of householders","Alaska","Total.Uninsured","Estimate",52811
"2250",2018,"        Median household income of householders","Alaska","Uninsured.Share",NA,NA
"2251",2018,"        Median household income of householders","Arizona","Total","Estimate",59213
"2252",2018,"        Median household income of householders","Arizona","Total.Uninsured","Estimate",40626
"2253",2018,"        Median household income of householders","Arizona","Uninsured.Share",NA,NA
"2254",2018,"        Median household income of householders","Arkansas","Total","Estimate",47020
"2255",2018,"        Median household income of householders","Arkansas","Total.Uninsured","Estimate",36427
"2256",2018,"        Median household income of householders","Arkansas","Uninsured.Share",NA,NA
"2257",2018,"        Median household income of householders","California","Total","Estimate",75288
"2258",2018,"        Median household income of householders","California","Total.Uninsured","Estimate",46308
"2259",2018,"        Median household income of householders","California","Uninsured.Share",NA,NA
"2260",2018,"        Median household income of householders","Colorado","Total","Estimate",71967
"2261",2018,"        Median household income of householders","Colorado","Total.Uninsured","Estimate",46013
"2262",2018,"        Median household income of householders","Colorado","Uninsured.Share",NA,NA
"2263",2018,"        Median household income of householders","Connecticut","Total","Estimate",76346
"2264",2018,"        Median household income of householders","Connecticut","Total.Uninsured","Estimate",42470
"2265",2018,"        Median household income of householders","Connecticut","Uninsured.Share",NA,NA
"2266",2018,"        Median household income of householders","Florida","Total","Estimate",55379
"2267",2018,"        Median household income of householders","Florida","Total.Uninsured","Estimate",39268
"2268",2018,"        Median household income of householders","Florida","Uninsured.Share",NA,NA
"2269",2018,"        Median household income of householders","Georgia","Total","Estimate",58688
"2270",2018,"        Median household income of householders","Georgia","Total.Uninsured","Estimate",35658
"2271",2018,"        Median household income of householders","Georgia","Uninsured.Share",NA,NA
"2272",2018,"        Median household income of householders","Idaho","Total","Estimate",55559
"2273",2018,"        Median household income of householders","Idaho","Total.Uninsured","Estimate",40705
"2274",2018,"        Median household income of householders","Idaho","Uninsured.Share",NA,NA
"2275",2018,"        Median household income of householders","Illinois","Total","Estimate",65015
"2276",2018,"        Median household income of householders","Illinois","Total.Uninsured","Estimate",39113
"2277",2018,"        Median household income of householders","Illinois","Uninsured.Share",NA,NA
"2278",2018,"        Median household income of householders","Indiana","Total","Estimate",55722
"2279",2018,"        Median household income of householders","Indiana","Total.Uninsured","Estimate",36502
"2280",2018,"        Median household income of householders","Indiana","Uninsured.Share",NA,NA
"2281",2018,"        Median household income of householders","Iowa","Total","Estimate",59944
"2282",2018,"        Median household income of householders","Iowa","Total.Uninsured","Estimate",39933
"2283",2018,"        Median household income of householders","Iowa","Uninsured.Share",NA,NA
"2284",2018,"        Median household income of householders","Kansas","Total","Estimate",58236
"2285",2018,"        Median household income of householders","Kansas","Total.Uninsured","Estimate",34108
"2286",2018,"        Median household income of householders","Kansas","Uninsured.Share",NA,NA
"2287",2018,"        Median household income of householders","Kentucky","Total","Estimate",50271
"2288",2018,"        Median household income of householders","Kentucky","Total.Uninsured","Estimate",36698
"2289",2018,"        Median household income of householders","Kentucky","Uninsured.Share",NA,NA
"2290",2018,"        Median household income of householders","Louisiana","Total","Estimate",47792
"2291",2018,"        Median household income of householders","Louisiana","Total.Uninsured","Estimate",32414
"2292",2018,"        Median household income of householders","Louisiana","Uninsured.Share",NA,NA
"2293",2018,"        Median household income of householders","Maine","Total","Estimate",55512
"2294",2018,"        Median household income of householders","Maine","Total.Uninsured","Estimate",38565
"2295",2018,"        Median household income of householders","Maine","Uninsured.Share",NA,NA
"2296",2018,"        Median household income of householders","Maryland","Total","Estimate",83197
"2297",2018,"        Median household income of householders","Maryland","Total.Uninsured","Estimate",48565
"2298",2018,"        Median household income of householders","Maryland","Uninsured.Share",NA,NA
"2299",2018,"        Median household income of householders","Massachusetts","Total","Estimate",79841
"2300",2018,"        Median household income of householders","Massachusetts","Total.Uninsured","Estimate",48818
"2301",2018,"        Median household income of householders","Massachusetts","Uninsured.Share",NA,NA
"2302",2018,"        Median household income of householders","Michigan","Total","Estimate",56682
"2303",2018,"        Median household income of householders","Michigan","Total.Uninsured","Estimate",36589
"2304",2018,"        Median household income of householders","Michigan","Uninsured.Share",NA,NA
"2305",2018,"        Median household income of householders","Minnesota","Total","Estimate",70298
"2306",2018,"        Median household income of householders","Minnesota","Total.Uninsured","Estimate",43620
"2307",2018,"        Median household income of householders","Minnesota","Uninsured.Share",NA,NA
"2308",2018,"        Median household income of householders","Mississippi","Total","Estimate",44593
"2309",2018,"        Median household income of householders","Mississippi","Total.Uninsured","Estimate",24274
"2310",2018,"        Median household income of householders","Mississippi","Uninsured.Share",NA,NA
"2311",2018,"        Median household income of householders","Missouri","Total","Estimate",54430
"2312",2018,"        Median household income of householders","Missouri","Total.Uninsured","Estimate",33003
"2313",2018,"        Median household income of householders","Missouri","Uninsured.Share",NA,NA
"2314",2018,"        Median household income of householders","Montana","Total","Estimate",55367
"2315",2018,"        Median household income of householders","Montana","Total.Uninsured","Estimate",41387
"2316",2018,"        Median household income of householders","Montana","Uninsured.Share",NA,NA
"2317",2018,"        Median household income of householders","Nebraska","Total","Estimate",59474
"2318",2018,"        Median household income of householders","Nebraska","Total.Uninsured","Estimate",33878
"2319",2018,"        Median household income of householders","Nebraska","Uninsured.Share",NA,NA
"2320",2018,"        Median household income of householders","Nevada","Total","Estimate",58549
"2321",2018,"        Median household income of householders","Nevada","Total.Uninsured","Estimate",40573
"2322",2018,"        Median household income of householders","Nevada","Uninsured.Share",NA,NA
"2323",2018,"        Median household income of householders","New.Hampshire","Total","Estimate",75018
"2324",2018,"        Median household income of householders","New.Hampshire","Total.Uninsured","Estimate",48508
"2325",2018,"        Median household income of householders","New.Hampshire","Uninsured.Share",NA,NA
"2326",2018,"        Median household income of householders","New.Jersey","Total","Estimate",81752
"2327",2018,"        Median household income of householders","New.Jersey","Total.Uninsured","Estimate",44700
"2328",2018,"        Median household income of householders","New.Jersey","Uninsured.Share",NA,NA
"2329",2018,"        Median household income of householders","New.Mexico","Total","Estimate",47024
"2330",2018,"        Median household income of householders","New.Mexico","Total.Uninsured","Estimate",33045
"2331",2018,"        Median household income of householders","New.Mexico","Uninsured.Share",NA,NA
"2332",2018,"        Median household income of householders","New.York","Total","Estimate",67835
"2333",2018,"        Median household income of householders","New.York","Total.Uninsured","Estimate",47185
"2334",2018,"        Median household income of householders","New.York","Uninsured.Share",NA,NA
"2335",2018,"        Median household income of householders","North.Carolina","Total","Estimate",53803
"2336",2018,"        Median household income of householders","North.Carolina","Total.Uninsured","Estimate",33134
"2337",2018,"        Median household income of householders","North.Carolina","Uninsured.Share",NA,NA
"2338",2018,"        Median household income of householders","Ohio","Total","Estimate",56071
"2339",2018,"        Median household income of householders","Ohio","Total.Uninsured","Estimate",36861
"2340",2018,"        Median household income of householders","Ohio","Uninsured.Share",NA,NA
"2341",2018,"        Median household income of householders","Oklahoma","Total","Estimate",51835
"2342",2018,"        Median household income of householders","Oklahoma","Total.Uninsured","Estimate",33883
"2343",2018,"        Median household income of householders","Oklahoma","Uninsured.Share",NA,NA
"2344",2018,"        Median household income of householders","Oregon","Total","Estimate",63413
"2345",2018,"        Median household income of householders","Oregon","Total.Uninsured","Estimate",43989
"2346",2018,"        Median household income of householders","Oregon","Uninsured.Share",NA,NA
"2347",2018,"        Median household income of householders","Pennsylvania","Total","Estimate",60878
"2348",2018,"        Median household income of householders","Pennsylvania","Total.Uninsured","Estimate",40902
"2349",2018,"        Median household income of householders","Pennsylvania","Uninsured.Share",NA,NA
"2350",2018,"        Median household income of householders","South.Carolina","Total","Estimate",52214
"2351",2018,"        Median household income of householders","South.Carolina","Total.Uninsured","Estimate",32162
"2352",2018,"        Median household income of householders","South.Carolina","Uninsured.Share",NA,NA
"2353",2018,"        Median household income of householders","South.Dakota","Total","Estimate",56143
"2354",2018,"        Median household income of householders","South.Dakota","Total.Uninsured","Estimate",33473
"2355",2018,"        Median household income of householders","South.Dakota","Uninsured.Share",NA,NA
"2356",2018,"        Median household income of householders","Tennessee","Total","Estimate",52328
"2357",2018,"        Median household income of householders","Tennessee","Total.Uninsured","Estimate",32052
"2358",2018,"        Median household income of householders","Tennessee","Uninsured.Share",NA,NA
"2359",2018,"        Median household income of householders","Texas","Total","Estimate",60602
"2360",2018,"        Median household income of householders","Texas","Total.Uninsured","Estimate",36571
"2361",2018,"        Median household income of householders","Texas","Uninsured.Share",NA,NA
"2362",2018,"        Median household income of householders","Utah","Total","Estimate",71382
"2363",2018,"        Median household income of householders","Utah","Total.Uninsured","Estimate",42136
"2364",2018,"        Median household income of householders","Utah","Uninsured.Share",NA,NA
"2365",2018,"        Median household income of householders","Virginia","Total","Estimate",72259
"2366",2018,"        Median household income of householders","Virginia","Total.Uninsured","Estimate",37953
"2367",2018,"        Median household income of householders","Virginia","Uninsured.Share",NA,NA
"2368",2018,"        Median household income of householders","Washington","Total","Estimate",74144
"2369",2018,"        Median household income of householders","Washington","Total.Uninsured","Estimate",49209
"2370",2018,"        Median household income of householders","Washington","Uninsured.Share",NA,NA
"2371",2018,"        Median household income of householders","West.Virginia","Total","Estimate",44062
"2372",2018,"        Median household income of householders","West.Virginia","Total.Uninsured","Estimate",32113
"2373",2018,"        Median household income of householders","West.Virginia","Uninsured.Share",NA,NA
"2374",2018,"        Median household income of householders","Wisconsin","Total","Estimate",60762
"2375",2018,"        Median household income of householders","Wisconsin","Total.Uninsured","Estimate",39949
"2376",2018,"        Median household income of householders","Wisconsin","Uninsured.Share",NA,NA
"2377",2019,"Total civilian noninstitutionalized population","Alabama","Total","Estimate",4822514
"2378",2019,"Total civilian noninstitutionalized population","Alabama","Total.Uninsured","Estimate",468901
"2379",2019,"Total civilian noninstitutionalized population","Alabama","Uninsured.Share",NA,9.72316513751956
"2380",2019,"Total civilian noninstitutionalized population","Alaska","Total","Estimate",705772
"2381",2019,"Total civilian noninstitutionalized population","Alaska","Total.Uninsured","Estimate",86187
"2382",2019,"Total civilian noninstitutionalized population","Alaska","Uninsured.Share",NA,12.2117341010978
"2383",2019,"Total civilian noninstitutionalized population","Arizona","Total","Estimate",7165904
"2384",2019,"Total civilian noninstitutionalized population","Arizona","Total.Uninsured","Estimate",808643
"2385",2019,"Total civilian noninstitutionalized population","Arizona","Uninsured.Share",NA,11.2845915881653
"2386",2019,"Total civilian noninstitutionalized population","Arkansas","Total","Estimate",2962596
"2387",2019,"Total civilian noninstitutionalized population","Arkansas","Total.Uninsured","Estimate",270970
"2388",2019,"Total civilian noninstitutionalized population","Arkansas","Uninsured.Share",NA,9.14637027795892
"2389",2019,"Total civilian noninstitutionalized population","California","Total","Estimate",38997581
"2390",2019,"Total civilian noninstitutionalized population","California","Total.Uninsured","Estimate",3001997
"2391",2019,"Total civilian noninstitutionalized population","California","Uninsured.Share",NA,7.69790567266211
"2392",2019,"Total civilian noninstitutionalized population","Colorado","Total","Estimate",5664199
"2393",2019,"Total civilian noninstitutionalized population","Colorado","Total.Uninsured","Estimate",453475
"2394",2019,"Total civilian noninstitutionalized population","Colorado","Uninsured.Share",NA,8.00598637159464
"2395",2019,"Total civilian noninstitutionalized population","Connecticut","Total","Estimate",3514562
"2396",2019,"Total civilian noninstitutionalized population","Connecticut","Total.Uninsured","Estimate",207184
"2397",2019,"Total civilian noninstitutionalized population","Connecticut","Uninsured.Share",NA,5.89501622108246
"2398",2019,"Total civilian noninstitutionalized population","Florida","Total","Estimate",21156770
"2399",2019,"Total civilian noninstitutionalized population","Florida","Total.Uninsured","Estimate",2784348
"2400",2019,"Total civilian noninstitutionalized population","Florida","Uninsured.Share",NA,13.1605533358826
"2401",2019,"Total civilian noninstitutionalized population","Georgia","Total","Estimate",10420412
"2402",2019,"Total civilian noninstitutionalized population","Georgia","Total.Uninsured","Estimate",1397823
"2403",2019,"Total civilian noninstitutionalized population","Georgia","Uninsured.Share",NA,13.4142776696353
"2404",2019,"Total civilian noninstitutionalized population","Idaho","Total","Estimate",1764911
"2405",2019,"Total civilian noninstitutionalized population","Idaho","Total.Uninsured","Estimate",191195
"2406",2019,"Total civilian noninstitutionalized population","Idaho","Uninsured.Share",NA,10.8331241632014
"2407",2019,"Total civilian noninstitutionalized population","Illinois","Total","Estimate",12488377
"2408",2019,"Total civilian noninstitutionalized population","Illinois","Total.Uninsured","Estimate",923291
"2409",2019,"Total civilian noninstitutionalized population","Illinois","Uninsured.Share",NA,7.39320249540833
"2410",2019,"Total civilian noninstitutionalized population","Indiana","Total","Estimate",6631529
"2411",2019,"Total civilian noninstitutionalized population","Indiana","Total.Uninsured","Estimate",578436
"2412",2019,"Total civilian noninstitutionalized population","Indiana","Uninsured.Share",NA,8.72251331480267
"2413",2019,"Total civilian noninstitutionalized population","Iowa","Total","Estimate",3111914
"2414",2019,"Total civilian noninstitutionalized population","Iowa","Total.Uninsured","Estimate",156062
"2415",2019,"Total civilian noninstitutionalized population","Iowa","Uninsured.Share",NA,5.01498434725381
"2416",2019,"Total civilian noninstitutionalized population","Kansas","Total","Estimate",2851831
"2417",2019,"Total civilian noninstitutionalized population","Kansas","Total.Uninsured","Estimate",262392
"2418",2019,"Total civilian noninstitutionalized population","Kansas","Uninsured.Share",NA,9.20082571512828
"2419",2019,"Total civilian noninstitutionalized population","Kentucky","Total","Estimate",4384896
"2420",2019,"Total civilian noninstitutionalized population","Kentucky","Total.Uninsured","Estimate",282563
"2421",2019,"Total civilian noninstitutionalized population","Kentucky","Uninsured.Share",NA,6.44400688180518
"2422",2019,"Total civilian noninstitutionalized population","Louisiana","Total","Estimate",4539690
"2423",2019,"Total civilian noninstitutionalized population","Louisiana","Total.Uninsured","Estimate",404253
"2424",2019,"Total civilian noninstitutionalized population","Louisiana","Uninsured.Share",NA,8.90485914236435
"2425",2019,"Total civilian noninstitutionalized population","Maine","Total","Estimate",1327623
"2426",2019,"Total civilian noninstitutionalized population","Maine","Total.Uninsured","Estimate",106537
"2427",2019,"Total civilian noninstitutionalized population","Maine","Uninsured.Share",NA,8.02464253782889
"2428",2019,"Total civilian noninstitutionalized population","Maryland","Total","Estimate",5945846
"2429",2019,"Total civilian noninstitutionalized population","Maryland","Total.Uninsured","Estimate",356831
"2430",2019,"Total civilian noninstitutionalized population","Maryland","Uninsured.Share",NA,6.00134951359319
"2431",2019,"Total civilian noninstitutionalized population","Massachusetts","Total","Estimate",6820969
"2432",2019,"Total civilian noninstitutionalized population","Massachusetts","Total.Uninsured","Estimate",204079
"2433",2019,"Total civilian noninstitutionalized population","Massachusetts","Uninsured.Share",NA,2.99193560328452
"2434",2019,"Total civilian noninstitutionalized population","Michigan","Total","Estimate",9879486
"2435",2019,"Total civilian noninstitutionalized population","Michigan","Total.Uninsured","Estimate",571140
"2436",2019,"Total civilian noninstitutionalized population","Michigan","Uninsured.Share",NA,5.7810699868394
"2437",2019,"Total civilian noninstitutionalized population","Minnesota","Total","Estimate",5580828
"2438",2019,"Total civilian noninstitutionalized population","Minnesota","Total.Uninsured","Estimate",272612
"2439",2019,"Total civilian noninstitutionalized population","Minnesota","Uninsured.Share",NA,4.88479487273215
"2440",2019,"Total civilian noninstitutionalized population","Mississippi","Total","Estimate",2904609
"2441",2019,"Total civilian noninstitutionalized population","Mississippi","Total.Uninsured","Estimate",376872
"2442",2019,"Total civilian noninstitutionalized population","Mississippi","Uninsured.Share",NA,12.9749649608605
"2443",2019,"Total civilian noninstitutionalized population","Missouri","Total","Estimate",6020665
"2444",2019,"Total civilian noninstitutionalized population","Missouri","Total.Uninsured","Estimate",603702
"2445",2019,"Total civilian noninstitutionalized population","Missouri","Uninsured.Share",NA,10.0271647733265
"2446",2019,"Total civilian noninstitutionalized population","Montana","Total","Estimate",1053646
"2447",2019,"Total civilian noninstitutionalized population","Montana","Total.Uninsured","Estimate",87141
"2448",2019,"Total civilian noninstitutionalized population","Montana","Uninsured.Share",NA,8.27042479162831
"2449",2019,"Total civilian noninstitutionalized population","Nebraska","Total","Estimate",1904211
"2450",2019,"Total civilian noninstitutionalized population","Nebraska","Total.Uninsured","Estimate",157923
"2451",2019,"Total civilian noninstitutionalized population","Nebraska","Uninsured.Share",NA,8.29335614593131
"2452",2019,"Total civilian noninstitutionalized population","Nevada","Total","Estimate",3043419
"2453",2019,"Total civilian noninstitutionalized population","Nevada","Total.Uninsured","Estimate",347631
"2454",2019,"Total civilian noninstitutionalized population","Nevada","Uninsured.Share",NA,11.4223838387025
"2455",2019,"Total civilian noninstitutionalized population","New.Hampshire","Total","Estimate",1343337
"2456",2019,"Total civilian noninstitutionalized population","New.Hampshire","Total.Uninsured","Estimate",84024
"2457",2019,"Total civilian noninstitutionalized population","New.Hampshire","Uninsured.Share",NA,6.25487126461938
"2458",2019,"Total civilian noninstitutionalized population","New.Jersey","Total","Estimate",8775976
"2459",2019,"Total civilian noninstitutionalized population","New.Jersey","Total.Uninsured","Estimate",692341
"2460",2019,"Total civilian noninstitutionalized population","New.Jersey","Uninsured.Share",NA,7.8890484659484
"2461",2019,"Total civilian noninstitutionalized population","New.Mexico","Total","Estimate",2058918
"2462",2019,"Total civilian noninstitutionalized population","New.Mexico","Total.Uninsured","Estimate",205156
"2463",2019,"Total civilian noninstitutionalized population","New.Mexico","Uninsured.Share",NA,9.96426278268489
"2464",2019,"Total civilian noninstitutionalized population","New.York","Total","Estimate",19212803
"2465",2019,"Total civilian noninstitutionalized population","New.York","Total.Uninsured","Estimate",1006528
"2466",2019,"Total civilian noninstitutionalized population","New.York","Uninsured.Share",NA,5.23883995479473
"2467",2019,"Total civilian noninstitutionalized population","North.Carolina","Total","Estimate",10281062
"2468",2019,"Total civilian noninstitutionalized population","North.Carolina","Total.Uninsured","Estimate",1157280
"2469",2019,"Total civilian noninstitutionalized population","North.Carolina","Uninsured.Share",NA,11.2564246767503
"2470",2019,"Total civilian noninstitutionalized population","Ohio","Total","Estimate",11514951
"2471",2019,"Total civilian noninstitutionalized population","Ohio","Total.Uninsured","Estimate",757762
"2472",2019,"Total civilian noninstitutionalized population","Ohio","Uninsured.Share",NA,6.58067932725029
"2473",2019,"Total civilian noninstitutionalized population","Oklahoma","Total","Estimate",3871658
"2474",2019,"Total civilian noninstitutionalized population","Oklahoma","Total.Uninsured","Estimate",552835
"2475",2019,"Total civilian noninstitutionalized population","Oklahoma","Uninsured.Share",NA,14.2790246452553
"2476",2019,"Total civilian noninstitutionalized population","Oregon","Total","Estimate",4175002
"2477",2019,"Total civilian noninstitutionalized population","Oregon","Total.Uninsured","Estimate",299420
"2478",2019,"Total civilian noninstitutionalized population","Oregon","Uninsured.Share",NA,7.17173309138535
"2479",2019,"Total civilian noninstitutionalized population","Pennsylvania","Total","Estimate",12593136
"2480",2019,"Total civilian noninstitutionalized population","Pennsylvania","Total.Uninsured","Estimate",726448
"2481",2019,"Total civilian noninstitutionalized population","Pennsylvania","Uninsured.Share",NA,5.76860283252718
"2482",2019,"Total civilian noninstitutionalized population","South.Carolina","Total","Estimate",5048513
"2483",2019,"Total civilian noninstitutionalized population","South.Carolina","Total.Uninsured","Estimate",547666
"2484",2019,"Total civilian noninstitutionalized population","South.Carolina","Uninsured.Share",NA,10.8480655591062
"2485",2019,"Total civilian noninstitutionalized population","South.Dakota","Total","Estimate",867305
"2486",2019,"Total civilian noninstitutionalized population","South.Dakota","Total.Uninsured","Estimate",88337
"2487",2019,"Total civilian noninstitutionalized population","South.Dakota","Uninsured.Share",NA,10.1852289563648
"2488",2019,"Total civilian noninstitutionalized population","Tennessee","Total","Estimate",6719315
"2489",2019,"Total civilian noninstitutionalized population","Tennessee","Total.Uninsured","Estimate",681647
"2490",2019,"Total civilian noninstitutionalized population","Tennessee","Uninsured.Share",NA,10.1445906316343
"2491",2019,"Total civilian noninstitutionalized population","Texas","Total","Estimate",28514428
"2492",2019,"Total civilian noninstitutionalized population","Texas","Total.Uninsured","Estimate",5233960
"2493",2019,"Total civilian noninstitutionalized population","Texas","Uninsured.Share",NA,18.3554795488095
"2494",2019,"Total civilian noninstitutionalized population","Utah","Total","Estimate",3178394
"2495",2019,"Total civilian noninstitutionalized population","Utah","Total.Uninsured","Estimate",306856
"2496",2019,"Total civilian noninstitutionalized population","Utah","Uninsured.Share",NA,9.65443554197497
"2497",2019,"Total civilian noninstitutionalized population","Virginia","Total","Estimate",8303671
"2498",2019,"Total civilian noninstitutionalized population","Virginia","Total.Uninsured","Estimate",658286
"2499",2019,"Total civilian noninstitutionalized population","Virginia","Uninsured.Share",NA,7.92765031273518
"2500",2019,"Total civilian noninstitutionalized population","Washington","Total","Estimate",7497453
"2501",2019,"Total civilian noninstitutionalized population","Washington","Total.Uninsured","Estimate",496047
"2502",2019,"Total civilian noninstitutionalized population","Washington","Uninsured.Share",NA,6.61620686385096
"2503",2019,"Total civilian noninstitutionalized population","West.Virginia","Total","Estimate",1762052
"2504",2019,"Total civilian noninstitutionalized population","West.Virginia","Total.Uninsured","Estimate",117644
"2505",2019,"Total civilian noninstitutionalized population","West.Virginia","Uninsured.Share",NA,6.67653395018989
"2506",2019,"Total civilian noninstitutionalized population","Wisconsin","Total","Estimate",5751404
"2507",2019,"Total civilian noninstitutionalized population","Wisconsin","Total.Uninsured","Estimate",328654
"2508",2019,"Total civilian noninstitutionalized population","Wisconsin","Uninsured.Share",NA,5.71432644968081
"2509",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Alabama","Total","Estimate",NA
"2510",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Alabama","Total.Uninsured","Estimate",NA
"2511",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Alabama","Uninsured.Share",NA,NA
"2512",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Alaska","Total","Estimate",NA
"2513",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Alaska","Total.Uninsured","Estimate",NA
"2514",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Alaska","Uninsured.Share",NA,NA
"2515",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Arizona","Total","Estimate",NA
"2516",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Arizona","Total.Uninsured","Estimate",NA
"2517",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Arizona","Uninsured.Share",NA,NA
"2518",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Arkansas","Total","Estimate",NA
"2519",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Arkansas","Total.Uninsured","Estimate",NA
"2520",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Arkansas","Uninsured.Share",NA,NA
"2521",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","California","Total","Estimate",NA
"2522",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","California","Total.Uninsured","Estimate",NA
"2523",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","California","Uninsured.Share",NA,NA
"2524",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Colorado","Total","Estimate",NA
"2525",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Colorado","Total.Uninsured","Estimate",NA
"2526",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Colorado","Uninsured.Share",NA,NA
"2527",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Connecticut","Total","Estimate",NA
"2528",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Connecticut","Total.Uninsured","Estimate",NA
"2529",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Connecticut","Uninsured.Share",NA,NA
"2530",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Florida","Total","Estimate",NA
"2531",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Florida","Total.Uninsured","Estimate",NA
"2532",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Florida","Uninsured.Share",NA,NA
"2533",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Georgia","Total","Estimate",NA
"2534",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Georgia","Total.Uninsured","Estimate",NA
"2535",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Georgia","Uninsured.Share",NA,NA
"2536",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Idaho","Total","Estimate",NA
"2537",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Idaho","Total.Uninsured","Estimate",NA
"2538",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Idaho","Uninsured.Share",NA,NA
"2539",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Illinois","Total","Estimate",NA
"2540",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Illinois","Total.Uninsured","Estimate",NA
"2541",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Illinois","Uninsured.Share",NA,NA
"2542",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Indiana","Total","Estimate",NA
"2543",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Indiana","Total.Uninsured","Estimate",NA
"2544",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Indiana","Uninsured.Share",NA,NA
"2545",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Iowa","Total","Estimate",NA
"2546",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Iowa","Total.Uninsured","Estimate",NA
"2547",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Iowa","Uninsured.Share",NA,NA
"2548",2019,"HOUSEHOLD INCOME (IN 2019 INFLATION ADJUSTED DOLLARS)","Kansas","Total","Estimate",NA
