"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
State or DC
GeoFips,GeoName,LineCode,Description,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
08000,Colorado,1,"  Real GDP (millions of chained 2017 dollars) 1",7.1,8.0,1.6,0.4,1.0,1.6,4.8,2.4,3.9,1.1,-2.2,1.4,1.6,1.9,4.2,4.6,4.8,2.2,3.7,4.3,5.1,-0.9,6.9,3.0,4.4,1.9
08000,Colorado,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.5,2.9,3.1,3.7,3.7,6.9,4.0,0.8,4.9,8.8,3.3,4.1,7.8,1.3,2.1,(NA)
08000,Colorado,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.3,3.0,-0.3,1.0,3.5,4.5,5.3,4.4,4.0,6.2,1.7,-2.9,11.6,4.9,3.8,(NA)
08000,Colorado,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
08000,Colorado,4,"  Gross domestic product (GDP)",8.5,10.4,3.7,2.0,2.9,4.4,8.4,5.5,6.8,3.6,-3.0,2.8,3.6,3.2,6.0,6.2,3.8,3.0,5.9,6.8,6.4,-0.3,12.4,11.0,7.1,4.5
08000,Colorado,5,"  Personal income",7.5,11.3,5.1,0.3,1.9,3.9,6.5,8.0,6.6,4.7,-4.7,2.9,8.6,5.4,5.0,8.3,4.2,1.4,6.9,8.2,7.1,6.5,11.3,7.5,5.1,4.7
08000,Colorado,6,"  Disposable personal income",7.0,10.6,6.6,2.7,3.2,3.9,5.3,7.1,5.9,5.4,-1.9,2.3,7.3,5.6,4.2,8.1,3.6,1.0,7.4,9.0,6.9,7.1,9.7,5.5,8.2,4.5
08000,Colorado,7,"  Personal consumption expenditures",9.6,10.3,5.4,2.8,4.4,6.1,6.0,6.2,5.9,3.5,-1.5,3.1,5.0,2.7,4.8,5.9,5.6,5.1,6.1,5.6,5.4,-0.6,15.1,11.1,6.8,(NA)
08000,Colorado,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
08000,Colorado,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.1,1.4,1.7,2.3,2.2,5.3,2.1,-0.8,3.5,7.3,2.3,3.2,7.3,0.8,1.5,(NA)
08000,Colorado,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.9,1.5,-1.7,-0.3,2.0,3.0,3.4,2.8,2.7,4.8,0.7,-3.7,11.1,4.3,3.2,(NA)
08000,Colorado,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
08000,Colorado,10,"  Per capita personal income 6",4.7,8.7,2.8,-1.2,1.0,2.9,5.2,6.0,4.7,2.9,-6.3,1.4,7.1,4.0,3.5,6.7,2.3,-0.2,5.6,6.7,6.0,5.5,10.8,6.8,4.2,3.7
08000,Colorado,11,"  Per capita disposable personal income 7",4.2,8.0,4.2,1.3,2.3,2.9,4.0,5.1,4.0,3.6,-3.6,0.8,5.8,4.1,2.8,6.5,1.7,-0.6,6.0,7.5,5.8,6.1,9.2,4.8,7.2,3.5
08000,Colorado,12,"  Per capita personal consumption expenditures (PCE) 8",6.8,7.7,3.0,1.3,3.5,5.0,4.7,4.2,4.1,1.7,-3.1,1.6,3.6,1.3,3.4,4.4,3.6,3.4,4.7,4.1,4.4,-1.5,14.6,10.6,6.1,(NA)
08000,Colorado,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
08000,Colorado,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.9,-1.7,2.8,-0.2,0.0,0.0,0.0,-0.4,0.2,-2.6,2.2,1.2,-0.9,-0.5,-0.9,(NA)
08000,Colorado,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.2,0.0,5.4,1.6,1.3,1.4,0.2,0.6,2.0,-0.6,3.7,2.3,3.2,6.0,2.9,(NA)
08000,Colorado,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
08000,Colorado,15,"  Total employment (number of jobs)",2.8,3.9,0.8,-0.8,-0.3,1.7,2.6,2.4,3.5,1.0,-2.7,-0.7,1.9,1.8,2.9,3.3,3.1,2.6,2.6,2.6,0.9,-1.9,4.4,3.1,3.2,(NA)
09000,Connecticut,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
09000,Connecticut,1,"  Real GDP (millions of chained 2017 dollars) 1",3.1,6.9,1.1,-0.9,1.0,6.7,2.2,4.4,3.3,-0.2,-4.4,0.5,-2.0,0.8,-1.8,0.7,3.2,-0.3,2.1,0.3,0.2,-5.3,3.5,3.4,2.7,2.6
09000,Connecticut,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.1,5.4,-0.4,-0.3,-3.7,3.4,1.9,1.0,0.9,5.4,1.3,0.6,5.1,-5.5,4.7,(NA)
09000,Connecticut,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.1,4.4,-0.5,1.1,0.9,3.0,1.8,0.9,1.7,4.8,0.3,-3.4,9.4,-2.3,5.2,(NA)
09000,Connecticut,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
09000,Connecticut,4,"  Gross domestic product (GDP)",4.7,8.8,3.4,1.1,2.8,9.5,5.0,7.5,5.8,1.5,-1.9,1.0,-0.4,2.9,0.3,2.7,5.5,1.6,3.4,2.4,2.1,-2.9,6.8,8.4,7.5,5.7
09000,Connecticut,5,"  Personal income",5.5,9.4,5.7,-0.1,1.3,5.3,5.3,8.0,7.6,6.6,-1.1,3.6,3.0,1.2,-2.3,4.1,2.6,1.9,2.4,4.5,2.7,2.7,7.2,4.1,6.1,5.3
09000,Connecticut,6,"  Disposable personal income",5.2,8.5,6.1,4.3,2.4,5.0,3.5,7.5,6.3,8.2,3.2,3.0,1.3,1.0,-4.7,4.2,2.4,2.9,2.2,5.2,2.7,2.9,5.6,1.1,10.4,5.2
09000,Connecticut,7,"  Personal consumption expenditures",6.9,6.8,4.3,4.0,5.1,6.1,6.0,5.2,4.1,3.0,-2.1,2.6,2.9,2.6,2.3,3.7,2.6,1.8,3.1,3.8,1.6,-1.2,11.4,7.5,6.6,(NA)
09000,Connecticut,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
09000,Connecticut,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.6,4.9,-0.8,-0.6,-3.9,3.2,2.0,1.1,0.9,5.3,1.4,1.4,4.4,-5.6,4.4,(NA)
09000,Connecticut,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.5,3.9,-0.9,0.7,0.7,2.8,1.9,1.0,1.7,4.6,0.4,-2.6,8.6,-2.5,5.0,(NA)
09000,Connecticut,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
09000,Connecticut,10,"  Per capita personal income 6",4.9,8.6,5.1,-0.8,0.5,4.9,4.9,7.7,7.3,6.0,-1.6,3.0,2.6,0.9,-2.4,4.0,2.7,2.0,2.4,4.4,2.8,3.5,6.4,3.8,5.3,4.4
09000,Connecticut,11,"  Per capita disposable personal income 7",4.6,7.7,5.4,3.5,1.6,4.6,3.2,7.2,6.0,7.7,2.7,2.4,0.9,0.7,-4.8,4.1,2.4,3.1,2.2,5.1,2.8,3.7,4.8,0.8,9.6,4.3
09000,Connecticut,12,"  Per capita personal consumption expenditures (PCE) 8",6.2,6.0,3.7,3.2,4.3,5.7,5.7,4.9,3.8,2.4,-2.5,2.1,2.5,2.3,2.2,3.6,2.7,1.9,3.1,3.7,1.7,-0.4,10.6,7.4,6.4,(NA)
09000,Connecticut,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
09000,Connecticut,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.3,-3.5,0.8,-0.3,0.1,-0.6,0.6,-0.1,-0.3,-2.9,-0.1,1.1,-2.2,3.3,-2.4,(NA)
09000,Connecticut,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.0,-1.7,3.4,1.6,1.5,0.7,0.7,0.9,1.4,-0.9,1.3,2.2,1.9,10.1,1.3,(NA)
09000,Connecticut,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
09000,Connecticut,15,"  Total employment (number of jobs)",1.6,2.3,0.3,-0.4,-0.3,1.5,1.3,1.4,2.0,0.5,-2.7,-1.1,1.6,0.8,1.0,0.9,1.0,0.6,0.0,0.6,-0.7,-3.5,3.2,2.9,2.6,(NA)
10000,Delaware,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,Delaware,1,"  Real GDP (millions of chained 2017 dollars) 1",7.8,4.1,3.7,-3.1,1.0,5.3,-2.0,3.1,-0.4,-3.5,5.2,-1.3,4.1,-0.8,-2.7,7.7,3.0,-5.6,-3.3,1.9,5.3,-2.8,3.0,3.3,1.1,2.1
10000,Delaware,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.6,-0.2,6.1,-0.1,1.0,1.7,6.9,1.4,2.8,3.5,2.1,5.5,3.7,1.5,0.6,(NA)
10000,Delaware,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.2,2.3,3.1,1.2,2.2,1.9,4.1,0.9,2.2,2.5,2.1,-1.5,9.0,2.4,0.9,(NA)
10000,Delaware,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
10000,Delaware,4,"  Gross domestic product (GDP)",8.8,7.7,6.5,-1.1,4.3,8.0,0.7,6.8,2.0,-2.6,4.5,0.7,5.6,1.6,-0.5,10.6,5.5,-3.2,-0.7,5.5,7.3,-1.5,7.2,11.4,6.0,5.3
10000,Delaware,5,"  Personal income",7.3,10.2,10.5,3.4,2.3,3.9,2.5,5.8,3.5,0.7,0.4,1.0,7.5,0.9,1.4,4.3,5.2,2.9,4.7,6.4,3.2,4.3,8.8,8.8,5.8,5.7
10000,Delaware,6,"  Disposable personal income",7.8,11.2,11.2,5.7,3.1,3.5,0.8,5.8,3.3,0.9,3.4,0.8,6.1,1.1,0.7,4.4,4.7,3.0,4.5,6.8,2.4,4.6,7.6,6.9,8.5,5.5
10000,Delaware,7,"  Personal consumption expenditures",7.1,6.9,5.5,5.2,6.5,7.0,7.1,5.0,6.3,2.3,-1.2,3.5,4.5,2.2,2.6,4.5,2.4,2.5,4.0,5.4,3.2,-2.5,14.3,9.7,6.1,(NA)
10000,Delaware,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
10000,Delaware,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.4,-1.1,5.1,-1.0,0.0,0.7,5.9,0.5,1.9,2.5,1.1,4.3,2.4,0.0,-0.6,(NA)
10000,Delaware,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.0,1.4,2.1,0.2,1.2,0.9,3.0,0.0,1.3,1.5,1.1,-2.5,7.6,1.0,-0.3,(NA)
10000,Delaware,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,Delaware,10,"  Per capita personal income 6",5.7,8.6,9.2,2.0,0.9,2.3,0.7,4.1,2.0,-0.7,-0.5,0.1,6.5,0.0,0.4,3.2,4.1,2.0,3.8,5.3,2.1,3.2,7.4,7.2,4.2,4.1
10000,Delaware,11,"  Per capita disposable personal income 7",6.2,9.6,9.9,4.4,1.6,1.9,-0.9,4.0,1.8,-0.5,2.5,-0.1,5.1,0.2,-0.3,3.3,3.7,2.1,3.6,5.7,1.3,3.5,6.2,5.3,6.9,3.9
10000,Delaware,12,"  Per capita personal consumption expenditures (PCE) 8",5.5,5.4,4.3,3.9,5.0,5.3,5.3,3.3,4.8,0.9,-2.1,2.6,3.5,1.2,1.6,3.4,1.4,1.6,3.1,4.3,2.1,-3.5,12.8,8.2,4.8,(NA)
10000,Delaware,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,Delaware,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.3,-0.6,-1.1,-0.9,-0.9,1.1,-1.8,0.6,0.1,0.7,-0.4,-2.1,0.7,0.6,1.3,(NA)
10000,Delaware,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.0,1.2,1.4,1.0,0.4,2.5,-1.6,1.6,1.8,2.8,1.0,-1.0,4.8,7.1,5.1,(NA)
10000,Delaware,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
10000,Delaware,15,"  Total employment (number of jobs)",3.1,2.5,-0.1,-0.4,0.7,2.8,2.0,1.6,1.5,0.0,-3.5,-0.6,1.5,0.7,2.0,2.2,2.2,1.7,1.1,2.1,1.0,-1.8,4.7,3.7,3.1,(NA)
11000,District of Columbia,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,District of Columbia,1,"  Real GDP (millions of chained 2017 dollars) 1",4.5,0.7,3.7,2.9,2.0,5.5,2.2,0.0,3.2,3.5,-0.5,4.1,1.9,0.8,0.4,2.2,1.8,2.4,1.6,2.8,0.6,-0.9,4.0,1.0,1.0,1.4
11000,District of Columbia,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.8,4.6,5.7,3.2,-1.5,4.6,8.5,4.8,4.2,0.7,2.6,3.2,2.5,-3.8,4.8,(NA)
11000,District of Columbia,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.1,2.5,1.7,3.9,1.4,2.2,4.5,2.9,4.5,2.3,4.3,-7.7,7.8,1.4,5.7,(NA)
11000,District of Columbia,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
11000,District of Columbia,4,"  Gross domestic product (GDP)",7.4,3.9,7.1,6.8,5.7,8.9,6.0,3.4,6.4,5.6,1.2,5.7,3.6,2.3,2.1,4.5,4.0,4.2,3.4,5.2,2.7,1.1,6.7,5.9,6.5,5.5
11000,District of Columbia,5,"  Personal income",5.2,9.7,3.7,0.5,1.1,8.6,5.3,5.8,7.9,3.1,1.1,7.5,8.2,3.0,1.5,6.7,7.8,4.9,3.8,4.1,2.0,5.8,7.5,3.6,7.0,4.8
11000,District of Columbia,6,"  Disposable personal income",4.4,9.3,4.0,3.4,1.3,8.5,3.9,5.5,6.5,4.0,3.9,8.2,6.7,2.0,0.4,6.7,7.1,5.6,3.8,3.8,1.2,6.2,7.2,0.3,10.4,4.8
11000,District of Columbia,7,"  Personal consumption expenditures",6.5,6.4,3.3,4.3,5.4,7.0,5.6,5.7,4.8,4.0,-1.8,5.4,4.2,3.6,4.5,4.3,3.8,3.1,4.1,5.8,3.7,-5.3,12.9,9.0,7.9,(NA)
11000,District of Columbia,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
11000,District of Columbia,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.2,2.4,3.5,1.1,-3.6,3.0,6.7,3.5,3.1,0.0,2.3,5.7,2.8,-4.1,3.6,(NA)
11000,District of Columbia,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.1,0.4,-0.4,1.8,-0.8,0.7,2.7,1.6,3.4,1.6,4.0,-5.5,8.0,1.1,4.5,(NA)
11000,District of Columbia,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,District of Columbia,10,"  Per capita personal income 6",4.2,9.4,3.2,0.7,1.9,8.7,5.4,5.1,7.2,2.1,-1.0,5.3,6.0,0.8,-0.7,5.1,6.0,3.6,2.7,3.4,1.7,8.4,7.8,2.4,5.4,2.6
11000,District of Columbia,11,"  Per capita disposable personal income 7",3.5,8.9,3.5,3.6,2.1,8.6,4.0,4.8,5.9,2.9,1.8,6.0,4.5,-0.1,-1.8,5.1,5.3,4.3,2.7,3.0,0.9,8.8,7.5,-0.8,8.7,2.6
11000,District of Columbia,12,"  Per capita personal consumption expenditures (PCE) 8",5.6,6.1,2.9,4.5,6.2,7.2,5.7,5.0,4.1,2.9,-3.8,3.2,2.0,1.5,2.3,2.8,2.1,1.8,3.0,5.1,3.4,-3.0,13.2,8.7,6.7,(NA)
11000,District of Columbia,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,District of Columbia,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.6,1.0,-0.1,-2.1,1.7,0.6,-0.8,-0.8,-2.1,1.3,-2.0,1.5,0.6,1.0,-1.6,(NA)
11000,District of Columbia,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.3,2.8,2.5,-0.3,3.0,2.0,-0.6,0.2,-0.4,3.4,-0.6,2.6,4.8,7.6,2.1,(NA)
11000,District of Columbia,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
11000,District of Columbia,15,"  Total employment (number of jobs)",1.9,3.3,0.9,2.1,-0.4,1.2,0.8,1.0,1.4,0.8,0.1,1.7,2.2,0.9,1.7,1.5,1.5,2.2,1.1,1.3,0.1,-5.4,0.4,2.9,2.0,(NA)
12000,Florida,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
12000,Florida,1,"  Real GDP (millions of chained 2017 dollars) 1",4.8,4.5,3.0,4.4,4.8,6.7,5.9,3.0,1.4,-3.3,-5.8,1.4,-0.3,1.0,2.6,2.9,4.4,3.5,3.7,3.5,3.3,-1.4,9.4,5.9,4.3,3.6
12000,Florida,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.1,4.8,2.3,1.0,-0.9,5.2,6.1,2.9,6.0,5.0,5.5,4.5,6.0,-1.7,3.0,(NA)
12000,Florida,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.6,2.0,1.6,1.7,2.4,4.1,4.6,3.1,3.6,4.3,3.3,-2.3,10.5,4.7,3.0,(NA)
12000,Florida,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
12000,Florida,4,"  Gross domestic product (GDP)",6.8,7.1,5.9,6.6,6.7,9.6,8.9,6.4,4.3,-1.9,-3.7,1.8,1.1,3.1,4.5,4.9,6.8,5.0,5.2,5.6,5.7,0.7,13.7,12.8,9.2,6.5
12000,Florida,5,"  Personal income",4.6,8.2,5.5,3.4,5.1,8.6,8.6,8.3,4.2,0.9,-5.5,6.5,5.4,3.2,0.1,6.8,6.7,3.7,7.7,6.6,6.3,6.5,11.3,5.7,8.2,5.9
12000,Florida,6,"  Disposable personal income",4.5,7.8,6.1,5.7,6.6,8.0,6.8,8.2,4.3,1.8,-3.1,6.4,4.1,2.9,-1.1,6.4,5.9,4.9,5.7,8.3,6.1,6.2,10.1,3.4,11.4,5.8
12000,Florida,7,"  Personal consumption expenditures",6.3,8.3,5.0,3.5,5.8,8.3,8.5,7.9,4.8,1.5,-3.0,3.7,4.7,3.8,3.4,5.7,5.3,3.9,5.2,5.8,4.1,-0.2,16.0,12.5,8.1,(NA)
12000,Florida,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
12000,Florida,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-4.7,3.7,1.2,-0.2,-2.1,3.6,4.3,0.9,4.3,3.7,4.4,3.3,4.8,-3.6,1.3,(NA)
12000,Florida,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.2,1.0,0.6,0.5,1.1,2.5,2.8,1.1,1.9,3.0,2.2,-3.4,9.3,2.7,1.3,(NA)
12000,Florida,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
12000,Florida,10,"  Per capita personal income 6",2.8,6.2,3.5,1.3,3.1,6.1,6.0,6.4,3.1,0.0,-6.1,5.4,4.3,1.9,-1.1,5.2,4.9,1.7,5.9,5.3,5.2,5.4,10.1,3.1,5.7,3.8
12000,Florida,11,"  Per capita disposable personal income 7",2.7,5.9,4.1,3.6,4.6,5.4,4.3,6.3,3.1,0.9,-3.8,5.3,3.1,1.7,-2.3,4.8,4.1,2.9,4.0,7.0,5.0,5.0,8.9,0.9,8.8,3.7
12000,Florida,12,"  Per capita personal consumption expenditures (PCE) 8",4.5,6.3,3.0,1.5,3.9,5.8,5.9,6.0,3.7,0.6,-3.6,2.6,3.7,2.6,2.1,4.1,3.4,1.9,3.5,4.5,3.0,-1.3,14.7,10.4,6.4,(NA)
12000,Florida,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
12000,Florida,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.2,-0.1,0.5,0.2,-0.3,0.1,0.4,-0.2,-0.2,-0.6,-0.7,1.0,0.8,0.8,1.2,(NA)
12000,Florida,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.5,1.7,3.0,2.1,1.0,1.5,0.6,0.8,1.6,1.5,0.8,2.1,5.0,7.4,5.0,(NA)
12000,Florida,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
12000,Florida,15,"  Total employment (number of jobs)",3.1,3.5,0.6,1.3,2.5,3.9,4.4,3.1,1.4,-2.5,-4.2,-0.4,2.4,2.1,2.8,3.8,3.9,2.8,3.6,3.8,1.6,-0.3,5.8,5.5,3.9,(NA)
13000,Georgia,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
13000,Georgia,1,"  Real GDP (millions of chained 2017 dollars) 1",7.1,3.3,1.2,1.1,2.7,5.0,4.2,1.4,1.0,-2.1,-3.7,1.6,2.0,1.6,2.2,3.5,4.4,4.0,3.9,3.0,3.3,-2.6,6.3,3.5,1.9,3.4
13000,Georgia,2,"  Real personal income (millions of constant (2017) dollars) 2",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.1,-2.1,5.1,-1.2,0.5,4.9,6.3,2.9,3.8,3.4,4.1,5.8,3.7,-3.1,0.7,(NA)
13000,Georgia,3,"  Real PCE (millions of constant (2017) dollars) 3",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.3,-1.7,2.9,-0.3,2.8,3.6,4.1,2.8,3.1,3.5,3.1,-2.0,8.6,3.3,1.6,(NA)
13000,Georgia,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
13000,Georgia,4,"  Gross domestic product (GDP)",9.0,5.6,3.8,2.9,4.1,7.4,6.6,4.4,3.4,-0.7,-1.5,2.2,3.4,3.7,4.0,5.5,6.5,5.6,5.2,5.0,5.5,-1.0,10.2,10.5,6.7,6.1
13000,Georgia,5,"  Personal income",6.5,8.2,5.1,2.9,3.8,5.6,5.9,6.6,4.7,1.2,-1.8,2.5,6.8,2.4,1.4,6.5,6.2,4.2,6.0,5.0,5.2,6.9,9.6,3.3,5.6,5.6
13000,Georgia,6,"  Disposable personal income",6.4,8.0,5.6,5.5,4.9,5.9,4.9,5.8,4.3,1.8,0.7,2.2,5.9,2.5,0.3,6.5,5.7,4.4,5.8,5.8,4.9,7.5,7.9,0.7,8.4,5.4
13000,Georgia,7,"  Personal consumption expenditures",8.1,8.2,4.8,3.8,5.5,6.3,7.3,6.0,5.8,1.8,-2.5,3.0,4.5,3.3,3.6,5.2,4.0,4.2,5.3,5.1,4.1,-0.9,14.6,10.1,6.5,(NA)
13000,Georgia,,Real per capita dollar statistics (constant 2017 dollars),,,,,,,,,,,,,,,,,,,,,,,,,,
13000,Georgia,8,"  Real per capita personal income 4",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.1,-3.0,4.1,-2.2,-0.2,3.9,5.1,1.7,2.7,2.4,3.1,4.9,3.2,-4.2,-0.3,(NA)
13000,Georgia,9,"  Real per capita PCE 5",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.9,-2.6,1.9,-1.3,2.0,2.6,2.9,1.6,2.0,2.5,2.0,-2.9,8.0,2.2,0.5,(NA)
13000,Georgia,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
13000,Georgia,10,"  Per capita personal income 6",4.1,5.8,3.2,1.3,2.4,3.8,4.1,3.9,2.5,-0.5,-3.0,1.5,5.8,1.3,0.6,5.5,5.0,2.9,4.9,4.0,4.1,6.0,9.0,2.0,4.4,4.5
13000,Georgia,11,"  Per capita disposable personal income 7",4.0,5.6,3.7,3.9,3.5,4.1,3.1,3.2,2.1,0.1,-0.5,1.2,4.9,1.4,-0.4,5.4,4.6,3.2,4.7,4.7,3.8,6.6,7.3,-0.6,7.1,4.3
13000,Georgia,12,"  Per capita personal consumption expenditures (PCE) 8",5.6,5.8,2.9,2.2,4.1,4.5,5.4,3.4,3.6,0.2,-3.7,2.0,3.5,2.2,2.9,4.2,2.9,2.9,4.2,4.1,3.0,-1.7,14.0,8.8,5.4,(NA)
13000,Georgia,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,,,
13000,Georgia,13,"  Regional price parities (RPPs) 9",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.5,2.9,-0.9,1.7,-0.5,0.1,-0.2,0.3,0.4,-0.5,-0.4,0.1,1.4,0.0,1.0,(NA)
13000,Georgia,14,"  Implicit regional price deflator 10",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.8,4.7,1.6,3.6,0.8,1.5,-0.1,1.3,2.1,1.5,1.0,1.2,5.6,6.5,4.8,(NA)
13000,Georgia,,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,
13000,Georgia,15,"  Total employment (number of jobs)",2.6,2.8,0.2,-0.3,0.8,2.6,3.5,3.1,2.5,-0.7,-3.7,-0.7,2.2,1.1,2.1,3.2,2.9,2.4,2.6,2.6,1.8,-1.1,4.9,4.4,3.0,(NA)
15000,Hawaii,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
